Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cambodia,KHM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,247.3485844,262.4428949,315.142348,313.5846723,301.2196654,267.4097962,295.5912853,301.5165985,322.8998639,341.0367658,364.2753017,410.0861329,475.0693943,539.7473654,629.9210715,742.3979663,734.8151245,782.6957324,880.3103044,950.4825446,1015.220881,1098.074538,1170.742816,1281.105964,1400.89926,1533.315985,1671.385385
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,571.4798924,620.205572,612.8028568,593.2209506,683.152819,691.4253405,803.0154625,801.0803197,761.4339614,790.8471636,757.1451422,697.0128726,781.3469446,956.8392696,1063.84103,1142.312296,1101.435206,1300.728867,1356.622456,1249.291514,1438.02733,1644.344796,1698.920883,1628.710205,1546.830177,1459.133021,1506.246679,1563.550457,1605.01365,1432.178985
St. Kitts and Nevis,KNA,GDP per capita (current US$),NY.GDP.PCAP.CD,5346.472568,5439.809105,5920.220954,6363.682668,7027.434091,7367.454411,7748.670312,8581.668224,8665.09906,9070.73027,9275.989746,9973.553451,10398.52528,10119.74478,10882.35294,11711.15471,13747.80934,14660.96321,16491.88509,16374.25689,16427.61241,17571.98057,17311.61878,18325.96578,19945.47017,20025.96235,21095.25404,22160.44861,22547.91799,23219.33142
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,6610.036508,7636.982429,8126.67039,8884.928319,10385.33617,12564.77813,13403.04959,12398.48003,8281.699982,10672.41793,12256.99357,11561.24837,13165.06574,14672.85747,16496.12009,19402.50263,21743.47745,24086.41044,21350.42798,19143.85161,23087.22564,25096.26388,25466.76052,27182.73431,29249.57522,28732.23108,29288.87044,31616.8434,33436.92306,31902.4169
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,11002.06562,8218.583931,12253.57944,14477.95107,15141.30339,16427.6175,18489.39539,17232.83873,14256.29753,16045.28442,19490.83816,17516.67804,18627.63302,22782.00018,27601.40006,36144.99495,42967.1427,45732.05204,55601.27551,37904.22953,39213.53715,49006.58145,51277.66211,47760.94413,43234.82142,29310.52211,27029.99778,29263.08965,32007.52354,30667.34822
Latin America & Caribbean (excluding high income),LAC,GDP per capita (current US$),NY.GDP.PCAP.CD,2426.888755,2548.258351,2717.96342,3147.223716,3675.699852,3869.395269,4156.145557,4462.957952,4413.497574,3852.179471,4198.972646,4024.827991,3568.863649,3602.592053,4060.399078,4857.119708,5602.06143,6545.226921,7489.088167,6877.571562,8520.918519,9847.599209,9686.90536,9834.53013,9775.567348,8223.39455,7909.628222,8729.183063,8384.845373,8181.622747
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,200.6191428,231.6961552,247.2661115,283.3862908,321.0529113,357.9017031,371.471748,339.1901695,243.9864436,272.3624326,318.7709228,320.4190111,313.6184405,355.6514836,410.251319,467.3795913,581.0102436,699.0413761,887.6397349,936.7903214,1127.835236,1363.72529,1566.009745,1815.440236,1984.50867,2125.459057,2309.049076,2439.463355,2553.361866,2598.505523
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,789.8503921,1279.180626,1560.198708,2079.646174,2468.819841,2959.560851,3393.503399,3834.856217,4127.320054,4091.994007,3994.861144,4021.177263,4307.100827,4458.10858,4625.304247,4630.009214,4665.962801,5162.032959,5957.696754,7149.791498,7695.245415,7914.109568,8500.180563,8255.209211,7665.379692,7802.751368,8172.299476,8679.897422,9225.845155,8985.572499
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,301.8764697,303.8588056,302.8818868,242.4499372,287.2746919,290.5412149,323.8412258,377.9516288,456.1446999,452.7452289,497.0203654,573.5264222,644.4555767,717.6357533,713.7348824,699.6629469,722.1312268,706.892692,700.0370394,665.8784476
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,6821.324551,7368.776178,7622.669095,6745.265694,6163.778809,5396.955037,5785.110699,6262.029059,5470.7878,7112.836759,7424.202916,6465.240245,3789.20527,4738.828475,5823.637943,8107.958563,10060.14373,11158.50879,13921.47135,9561.066862,11611.26153,7783.831148,15764.91545,12589.44875,9408.767832,7867.571893,7944.827076,10529.26744,11838.00962,10542.14929
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,4073.264627,4253.914269,4603.702186,4608.599312,4740.295984,5008.02743,5123.686514,5184.337012,5593.748414,5825.067308,5846.975502,5558.069371,5562.457123,6055.967957,6494.600349,6866.092387,7618.90542,7975.792541,8528.682085,8259.322338,8697.797625,9160.814473,9271.659491,9569.122192,10007.14688,10290.37891,10574.38891,11270.47161,11563.83747,11726.76977
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,2508.663429,2644.110313,2835.60774,3233.036154,3730.367357,3984.053228,4241.915011,4577.03585,4546.503785,4041.2552,4398.050238,4243.443876,3758.577233,3785.687299,4306.499843,5142.465165,5948.256484,6927.767288,7963.845103,7401.723334,9081.114228,10220.49789,10217.2777,10357.16561,10451.52527,8645.270953,8363.65857,9201.46648,8916.089485,8707.187368
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,354.0808842,370.6739551,272.2469852,265.2446968,238.9762405,266.8088424,286.9078751,294.4991718,292.3729503,292.8285525,327.9748988,312.8767185,330.8130236,361.7689551,408.1013965,470.8406167,532.9452191,624.9715206,745.3131914,732.7248984,812.8227332,921.7271109,945.173418,1005.613583,1055.489277,997.1322839,1021.787811,1114.923084,1073.320974,1100.027046
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,434.5712672,465.410964,289.7309881,285.2998258,243.2773545,268.5692812,267.2260275,273.1121336,259.8156899,250.9712754,293.0244758,268.8274822,281.2934478,303.1534364,343.175733,394.7574641,448.9679695,534.5443718,611.2523206,614.8761606,667.6245768,722.2589641,716.6515129,757.3353564,788.6406895,765.6073981,782.2369267,853.5820306,749.9001604,741.3524349
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,49416.52145,50882.88612,55143.4336,55747.85065,63983.91394,78616.42588,79906.60409,72345.3066,77033.9031,81681.00859,75212.04817,74659.11753,79797.90528,90314.45057,100710.2824,105749.5456,114656.1745,130904.6818,143539.2482,126266.2709,141467.6412,158611.1105,149459.2353,173660.1612,179457.9179,167805.9569,165844.9854,170874.2938,175283.6318,167019.6181
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,463.6187388,513.2584475,547.0545344,576.7798839,647.5791564,714.2332315,756.6569905,817.0644817,850.8116039,838.8834628,869.696285,832.8035723,867.4914868,982.195697,1065.784437,1248.698185,1435.816813,1630.388906,2037.322103,2090.401826,2893.934899,3321.484532,3449.066903,3740.616792,3971.918675,4060.131785,4150.934408,4401.056075,4360.583634,4082.69462
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,519.6282748,479.792071,493.3916566,487.0628999,514.3922664,572.562378,628.0056174,630.2789266,564.9094065,598.748227,618.1402083,619.6896836,651.4223161,735.0957431,837.1274583,955.4400213,1113.741124,1345.713748,1499.250171,1502.716322,1809.055908,2047.900865,2115.538587,2118.638431,2176.236751,2088.220787,2169.419723,2297.949456,2323.931742,2386.488589
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,883.1779514,838.7400748,850.7867557,892.3896146,962.3001416,1067.33992,1151.05687,1198.977622,1142.450235,1101.81352,1186.288085,1179.351698,1191.701182,1323.525833,1548.973176,1818.731672,2129.09763,2594.376861,3062.987436,2956.58506,3550.792787,4134.043317,4339.266527,4532.419893,4626.393211,4329.305028,4313.152654,4679.993245,4900.573676,4952.231133
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,331.5264587,384.9826335,447.1513646,443.1729261,459.6624855,518.0190969,483.9262666,505.9346311,467.5866086,457.7031438,443.9517409,412.9622962,388.3692081,580.9410468,761.1810388,850.7790615,910.6251528,848.0194746,885.6205584,866.4430473,1104.800538,1265.863867,1205.860003,1141.361038,1165.045935,1113.871328,986.2659867,1062.712512,1161.7271,1102.56487
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,1061.856825,1055.893565,1062.438294,1093.869521,1257.659899,1542.837938,1685.116208,1747.546999,1666.884854,1527.388481,1664.67802,1708.43232,1798.900776,2036.323138,2432.130696,2915.822517,3496.111263,4376.554179,5405.501103,5189.926765,6206.337902,7517.32636,7988.690473,8541.232473,8812.261816,8213.123373,8183.327047,9021.965927,9839.4686,9979.254112
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,2167.792582,2327.434857,2830.278071,3166.666533,3113.17906,3293.229979,3525.793632,4141.592702,5499.428989,6700.327192,7854.765279,9230.707981,12285.44705,14944.99665,11820.77616,11987.50841,14376.94786,14367.70942,15729.65247,16551.0182,14263.96458,15008.31324,16885.40739,19186.35959,19595.14157
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,33465.47821,35747.3378,39570.86157,40066.72425,43933.23544,51032.34964,50444.35912,46641.64088,47445.38108,50872.44927,48659.59888,48440.14202,53005.73392,65689.32145,76544.91709,80988.13762,90788.80049,107475.3203,120422.1379,109419.747,110885.9914,119025.0572,112584.6763,120000.1407,123678.7021,105462.0126,106899.2935,110193.2138,116786.5117,112621.8213
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,2329.576733,2431.709,2683.241368,2973.534843,3151.577018,3361.640869,3578.0019,4136.933297,5145.195232,6378.666521,7594.902384,9723.446902,14113.52913,16467.14369,12331.92855,11420.994,13338.96224,13847.33794,15007.49186,15742.39134,13786.4568,14331.75159,15695.11515,17865.03109,17945.22222
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,9269.639392,10389.98369,13197.60206,14881.51296,16233.37243,17764.45349,17751.5365,17652.5713,16232.45858,15387.43243,15684.77955,15622.70305,16393.81107,17829.0451,22381.84228,24886.47186,29637.86337,35782.65588,39745.81136,39754.89151,50676.49474,64528.42721,74111.26726,86852.98784,90873.93244,73220.26876,71918.73108,78985.64214,84923.38678,83183.16661
St. Martin (French part),MAF,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,21345.00326,,,21920.83919,,,,,
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1219.430664,1282.572144,1317.329956,1217.429077,1348.539063,1455.950317,1585.718384,1416.900391,1491.139771,1464.148804,1348.049805,1350.712036,1426.95752,1737.063843,1964.080078,2026.025879,2200.966064,2501.222412,2889.220947,2863.59668,2835.217773,3041.145752,2907.449219,3117.515137,3430.549561,3139.243652,3132.94458,3288.502197,3492.67334,3498.573975
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,81813.31577,81160.8063,88887.20416,82977.77234,87041.56461,99436.58631,98920.93986,88844.33011,91108.02705,89710.86487,81561.24591,83801.88343,91675.01449,111440.8053,128363.1189,130770.175,143169.171,184392.3194,203266.9137,168255.7093,161782.6757,179372.7637,165505.1781,185066.5781,195780.0069,170337.9244,174610.637,173612.8646,194280.8221,199377.4818
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,593.586593,575.1454551,657.2921346,578.7346276,399.4998186,440.538684,507.4040763,570.7998662,682.319096,897.1784947,1034.39403,1183.021031,1531.221862,2110.56199,1898.435485,2436.799359,2941.362119,3044.808478,3321.043917,3327.786775,2731.065584,2879.391291,3509.64734,4232.206888,4493.370303
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,330.8435253,265.7937076,294.293461,312.0789333,262.1461137,276.7368132,344.4649614,288.4493715,288.6359287,271.9429822,285.4664563,325.4603092,310.9297034,359.5343751,277.5078315,311.7931318,330.5226649,427.8363216,522.8306321,455.4073814,459.375408,516.9025392,504.1737301,526.6880118,517.1361761,455.6380397,464.6161535,503.4980587,512.5439846,512.2796597
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,955.9336667,1052.753659,1191.267394,1311.467946,1411.625631,1545.223056,1707.021759,1889.026176,1972.623404,2118.721495,2209.988231,3028.046626,3069.039872,3539.801547,4060.534405,3789.232024,5010.163424,5746.644258,6743.130961,6719.330257,7158.061411,7409.335968,7447.432572,8222.563389,8872.124925,9434.331078,9640.324009,10062.98312,10823.63669,11118.55654
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,3144.369928,2140.306533,2276.408557,2258.891004,2332.247571,2571.688715,2844.44546,2929.04185,2805.127371,2981.394772,3271.482947,3189.732735,3113.857176,3388.453127,3921.792007,4618.19186,5288.195209,6098.250874,7418.224492,6546.435029,7479.378459,8260.510478,8759.651288,8433.603049,8321.76577,7183.074513,7111.156241,7251.827736,7476.772457,7337.350935
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,3196.918925,3756.889937,4272.785965,5778.938722,5976.523587,4002.174304,4487.291779,5370.217511,5555.737246,6230.695571,7232.878809,7613.176932,7650.89885,7120.38477,7525.465234,8321.853493,9125.422624,9719.920452,10119.83621,8104.907579,9399.970908,10341.52105,10376.05767,10865.6802,11076.09245,9753.380048,8875.062256,9434.386487,9857.028829,10145.17018
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1704.258692,1753.490744,1896.55316,2032.138771,2168.358748,2371.306852,2150.995382,2114.397036,2111.944173,2123.68206,2127.240705,2257.2547,2417.392102,2411.291359,2442.079544,2533.564606,2633.2866,2773.418705,2712.373644,2810.533092,3001.319829,3238.887316,3445.315403,3611.699642,3672.680934,3703.649059,4153.117176,4507.622862,4769.190459,5188.971114
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,917.1259131,866.653822,890.0876921,935.1073023,1012.040648,1123.622561,1212.797292,1263.926253,1203.832753,1161.048943,1248.929269,1243.154241,1256.166136,1398.337707,1639.21828,1927.083063,2260.409427,2761.056264,3264.379336,3151.852496,3799.772428,4478.81407,4716.359075,4934.979442,5040.8028,4720.150396,4709.368042,5116.240783,5384.002157,5448.65078
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,2299.044329,2424.907674,1207.542898,1343.315289,1795.552411,2372.541083,2327.729331,1959.560738,1875.817764,1915.393753,1861.898065,1823.023561,1989.135125,2440.476943,2795.899261,3072.678573,3362.968419,4079.391954,4841.251694,4584.709832,4577.688755,5098.097583,4728.308142,5241.058345,5495.735049,4861.553971,5149.589074,5450.492881,6108.740108,6070.388054
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,299.8216159,298.5686887,304.0278708,296.4580146,214.3626457,272.7950323,274.4224086,260.3559663,274.9743973,315.1714678,263.4983842,299.4121725,326.9666718,381.9485634,427.7173459,473.9950135,506.911863,579.2571627,676.1270633,680.6499919,688.327813,810.1826007,753.3921936,778.7970906,818.4303911,723.5042025,750.0518281,795.682733,856.3565318,840.175765
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,7191.923603,7558.277383,8220.245518,7296.310144,8000.518005,9171.061035,9438.557327,9724.33797,10273.45181,10720.90588,11083.0128,11081.00804,11853.18975,13772.22072,15243.15901,15866.14215,16723.87768,19485.95061,22205.28275,21083.12592,21799.16274,23155.56281,22527.75911,24770.93408,26754.26233,24921.579,25624.46364,28823.52512,31567.94224,31198.24145
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,50.7829482,52.5358126,53.7388483,67.23767783,90.26444814,113.7881689,132.6388273,128.1057198,103.6268381,125.3022579,150.4078289,135.1797056,131.4673541,165.2586951,198.3769239,221.8659075,246.6924955,321.8283481,472.2605905,600.9316172,765.2418886,1086.838467,1161.305962,1195.9378,1238.72871,1224.562343,1161.861778,1175.202557,1274.915657,1295.201448
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,2216.07177,1117.015638,1200.05073,1205.775617,1266.248436,1444.595481,1631.719455,1690.831626,1689.957459,1801.980157,1873.954658,1857.936587,1775.551613,1905.152125,2220.310443,2571.02295,2940.604059,3518.899714,4259.646457,4070.213714,4602.591674,4653.594388,4929.641609,4445.600648,4317.813096,3805.684009,3832.818509,3739.153088,3491.192578,3438.715899
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.394145,7367.751909,6727.107767,6688.4824,7328.932252,6586.721279,7189.293287,7388.147794,6517.163752,7033.604899,7803.411137,8850.092733,8909.653336
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,1184.762914,1081.33412,589.141694,338.4565525,402.2650748,623.1574552,570.9379005,495.8218917,467.513953,435.4184944,463.8538819,512.81947,559.827709,633.9465596,784.912072,986.0180138,1322.640638,1625.31852,2134.949772,1718.914022,2660.28811,3793.743754,4402.304523,4422.300876,4211.939454,3919.351148,3690.756716,3708.248223,4165.022739,4394.947147
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,16640.31518,16603.46006,16829.3972,15371.2423,14986.37602,14877.08168,15641.65778,13933.67919,14772.49616,13880.4265,14247.7893,14806.00679,16044.43073,17665.10075,24054.91561,30751.64107,25882.63359,23707.32881
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,267.9270834,191.0672337,192.137251,187.5259032,185.954117,239.8574043,281.3769425,311.0451378,344.7020952,318.3426885,296.2873986,303.6651317,328.5282724,387.4764538,422.642221,442.558692,491.0992179,574.7707482,531.0269665,481.26818,605.2734686,667.7174243,672.2042363,680.3750335,594.2265335,430.9931688,462.7001369,504.53589,508.1636746
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,751.1934824,1032.612014,1007.806751,825.7924725,840.0502399,878.7528428,877.8276666,834.0455725,796.8418094,757.8096814,660.3047731,632.2145622,629.7822957,711.3824822,801.7786831,974.6575859,1272.082434,1378.213345,1610.23921,1418.939924,1646.131442,1919.454524,1850.384968,1929.773521,1715.388838,1562.725248,1579.198554,1634.643606,1749.954236,1839.96445
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,2506.179312,2669.3277,2973.206977,2973.797821,3197.331024,3599.555202,3899.435192,3646.630626,3593.234081,3695.934909,3929.075495,3856.625227,4018.948897,4793.718179,5388.065784,5282.906022,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9766.756465,10368.61343,9509.934655,9967.881736,10844.03633,11645.98198,11405.72682
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,197.1527885,224.1292814,177.8984048,201.8709076,116.6429176,138.1868247,221.2334937,253.3355377,163.1112455,161.8305849,155.2628413,149.2764615,296.6395682,265.457178,280.0740241,286.6110498,304.7664746,328.4760994,383.0981454,432.9783277,472.8533786,528.4531271,386.906541,344.3967712,367.0242697,376.2462048,312.1427971,500.1655472,537.9322041,584.3628673
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,2513.218167,2727.528585,3193.635381,3511.525808,3802.107621,4405.116764,4874.819725,4706.314913,3308.835653,3538.362993,4087.562593,3941.122666,4177.104942,4454.526764,4924.338111,5536.825787,6137.112059,7143.935816,8343.385919,7167.883295,8880.109965,10209.38195,10601.51389,10727.69966,11045.44513,9699.584021,9555.651202,9979.800841,11074.06409,11132.02393
North America,NAC,GDP per capita (current US$),NY.GDP.PCAP.CD,23645.61431,24086.21645,24967.70632,25765.54155,26925.46151,27891.38744,29105.32086,30518.03962,31691.91778,33320.92229,35151.3296,35831.37937,36651.82911,38395.22158,40788.09354,43368.25243,45741.03259,47727.48204,48398.10295,46581.28354,48552.94241,50289.0244,51881.17089,53234.1501,54714.47093,55452.42138,56312.43488,58423.88588,61174.77734,63198.70132
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2037.927013,2117.017217,2346.287909,2153.36959,2352.660539,2478.243491,2417.605515,2453.846341,2231.108017,2175.443758,2156.098944,1916.251633,1773.439462,2571.999057,3407.846956,3692.762447,4027.961706,4394.512358,4222.34768,4322.63941,5445.38292,5873.079494,6017.157069,5463.017361,5544.097423,4965.68086,4614.881721,5453.570622,5687.399093,5126.176144
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,14800.79125,15133.16243,16261.95536,15297.04813,16037.02485,18721.06526,18257.21643,16339.80117,17324.25283,17435.74764,16039.17388,15174.27743,16885.89613,21817.32381,25770.54099,26861.71059,29604.04382,36864.87792,37353.75078,35391.08018,37494.88437,40697.63007,37294.02726,38503.26306,39675.58194,32428.58249,32286.91529,33874.92376,36312.72787,34797.51866
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,419.6038769,380.53665,380.1490711,332.062191,204.1495857,234.619617,237.0149767,218.2461343,243.5175392,225.953526,192.8777195,203.5264869,223.3524016,263.0912436,281.3253773,316.3656254,331.1037838,384.71836,472.1784708,458.4219127,471.6126517,507.6025233,525.047324,548.1578755,560.7545092,481.1112995,497.0361334,514.5433128,567.3308067,550.9635555
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,567.5179022,502.8228697,477.0807565,270.0275238,320.8257868,407.2782992,460.3241902,478.5769399,467.9390142,496.030187,565.3043172,577.0569695,733.5381615,786.8024093,992.7452801,1250.406675,1652.15369,1876.412777,2227.789952,1883.887348,2280.111979,2504.878279,2728.022683,2976.756736,3200.953146,2679.554765,2144.779938,1941.879485,2125.834282,2204.181574
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,238.7650098,344.0500793,404.9537718,388.0218518,835.2363152,876.8598596,895.2622309,896.6502581,931.7959134,961.5515216,996.897852,1025.10851,993.3841143,999.885954,1075.998562,1158.883368,1223.072856,1323.829829,1493.904544,1438.086823,1495.737186,1644.799354,1746.425626,1794.786575,1913.521348,2025.324776,2079.448266,2127.280585,1981.85912,1890.273065
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,21290.86038,21732.23076,23904.03742,23122.41077,24646.31431,29258.13435,29006.80945,26700.53713,27885.80838,28272.64325,26214.49855,26896.54811,29343.245,35750.97466,40436.61823,41994.71353,44900.93814,51799.20855,57879.94376,52722.21306,50999.74512,54230.3129,50070.1416,52198.89756,52900.53742,45193.40322,46039.10593,48675.22234,53044.53244,52476.27325
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,28242.94374,28596.933,30523.98506,27963.66522,29315.84191,34875.70433,37321.9742,36629.0309,34788.35985,36371.05095,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32008,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586,70460.56053,75496.75406,82267.80932,75719.7529
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,184.9237558,194.8000167,164.2928089,172.0966701,186.5942635,197.3096505,198.4544651,211.5619465,204.876507,208.4914738,223.7118919,240.7051592,238.8612541,246.4858378,279.7242003,309.3104058,341.02814,386.5295864,466.6933791,475.6359761,589.1654349,791.225217,794.0927699,809.3846006,827.744346,882.3074488,880.2244881,1027.965486,1161.534374,1185.682675
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,4644.519128,6423.748679,9280.658894,9210.009692,9566.21254,7736.223636,8719.366526,9361.383343,10400.98907,9786.026526
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,13663.02162,12230.07345,11793.13924,13094.34545,15280.31278,17400.42018,18794.43604,17474.18703,14738.44557,15322.22383,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26654.5932,32479.98174,31252.96256,28209.36233,33676.77412,38387.62708,39973.38076,42976.64959,44572.89875,38630.72659,40058.19616,42924.9956,43250.44097,42865.23364
OECD members,OED,GDP per capita (current US$),NY.GDP.PCAP.CD,17017.73385,17834.64218,19000.11553,19086.74582,20308.54385,22207.04018,22218.36819,21710.7557,21768.37884,22694.5498,23026.09771,22637.47809,23442.88077,26030.54753,28768.34854,30196.59847,31620.64301,34356.7954,36204.78842,33635.03299,35053.00029,37510.4689,37238.62736,37492.02939,38000.94309,35599.08004,36049.37851,37403.38787,39348.31436,39531.66035
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,6475.41707,5984.360617,6272.469437,6029.876388,6054.743884,6352.823059,6913.146462,7052.69677,6139.732825,6742.824603,8321.393867,8191.512832,8380.038952,8896.90253,10030.44443,12357.70139,14533.72942,16151.27584,22974.27735,17937.97957,22552.19901,24166.09631,24722.63882,23563.9406,23121.20638,18777.43306,17082.2062,17802.57512,19887.57431,19132.15227
Other small states,OSS,GDP per capita (current US$),NY.GDP.PCAP.CD,3057.694252,3073.704661,3293.280008,3084.449048,3169.376612,3579.186672,3705.688148,3788.311644,3644.00573,3848.546652,4275.743529,4179.361755,4427.978388,5408.822999,6594.8126,7830.04686,8968.752929,10676.42775,12721.48231,10649.62785,12135.40659,14656.7516,14983.36506,15301.16205,15443.89338,12502.09538,12087.12239,12894.07583,14062.50398,13540.40029
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,346.6685155,382.750576,399.4650488,412.6749999,404.6067598,455.5076031,461.399865,441.7546338,427.5063275,420.6826016,531.3064961,499.2183062,489.4255272,549.870377,631.4711708,688.5005879,770.8433394,837.6315379,914.7314893,884.4410142,911.0904448,1075.450496,1109.679115,1126.041261,1173.392454,1282.443153,1468.821421,1567.640986,1620.742857,1437.165907
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,2626.14328,2827.558388,3148.447531,3368.202787,3518.953402,3524.881271,3561.290458,3775.571536,4012.054165,4121.56222,4099.00654,4084.258536,4163.521959,4304.10698,4629.029316,4953.12998,5385.564243,6205.821576,7197.110786,7618.438459,8124.558307,9403.439908,10767.29318,11932.28622,12837.24796,13669.55944,14382.23238,15185.97248,15588.33733,15826.08235
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1194.548302,1520.677362,1560.546504,1481.340989,1871.392109,2180.566639,2218.321747,2292.396517,2149.701063,1911.735017,1941.31826,1925.97942,2003.971081,2126.137824,2393.665897,2702.237701,3123.320159,3572.363589,4184.885982,4164.970483,5047.249307,5826.832307,6475.68607,6697.185268,6614.933339,6180.194957,6163.791026,6676.284221,6912.110297,6955.809959
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,820.4871803,821.4532309,936.1482704,938.7637347,1081.432956,1222.290947,1334.105656,1294.110128,1000.005467,1123.163083,1073.263222,991.1479821,1037.174125,1049.387134,1122.855862,1245.286403,1452.220641,1741.603172,1990.35559,1893.281164,2201.775071,2431.202037,2671.777205,2847.566937,2935.925556,2974.299531,3038.149734,3077.43564,3194.674521,3413.847924
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,7416.480787,7913.450676,8220.487633,7744.627767,8297.895213,9603.797085,9805.92283,10270.45854,10380.26908,9960.84139,10029.28803,10795.56469,11835.38393,12418.82617,13580.00674,15761.36338,16743.37674,16011.66115,15948.27586,15567.09087
